ínàÊÉRÅ[Éh,ínàÊéØï ÉRÅ[Éh,,êlå˚Å@ïΩê¨27îN,êlå˚Å@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏ó¶ÅiÅìÅj,ñ êœÅikm2Åj 1),êlå˚ñßìxÅi1km2ìñÇΩÇËÅj 2),ê¢ë—êîÅ@ïΩê¨27îN,ê¢ë—êîÅ@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏ó¶ÅiÅìÅj
12222,2,â‰ë∑éqés,131653,134017,-2364,-1.763955319,43.15,3051.1,54044,53170,874,1.643784089
12223,2,äõêÏés,33954,35766,-1812,-5.06626405,191.14,177.6,14445,14361,84,0.584917485
12224,2,äôÉPíJés,108979,107853,1126,1.044013611,21.08,5169.8,44127,41955,2172,5.176975331
12225,2,åNí√és,86055,89168,-3113,-3.491162749,318.81,269.9,34459,33908,551,1.624985254
12226,2,ïxí√és,45616,48073,-2457,-5.110977056,205.53,221.9,17621,17311,310,1.790768875
12227,2,âYà¿és,164086,164877,-791,-0.479751572,17.3,9484.7,73996,71411,2585,3.619890493
12228,2,éläXìπés,89272,86726,2546,2.935682494,34.52,2586.1,34757,32514,2243,6.898566771
12229,2,ë≥ÉPâYés,60964,60355,609,1.009029906,94.93,642.2,22650,21561,1089,5.050786142
12230,2,î™äXés,70806,73212,-2406,-3.286346501,74.94,944.8,27088,25838,1250,4.837835746
12231,2,àÛêºés,92684,88176,4508,5.112502268,123.79,748.7,32583,29622,2961,9.995948957
12232,2,îíà‰és,61729,60345,1384,2.293479162,35.48,1739.8,22665,21207,1458,6.875088414
12233,2,ïxó¢és,49656,51087,-1431,-2.801103999,53.88,921.6,20008,19701,307,1.558296533
12234,2,ìÏñ[ëçés,39044,42104,-3060,-7.267718032,230.14,169.7,15052,15575,-523,-3.357945425
12235,2,ëxç∫és,37273,39814,-2541,-6.382177124,101.52,367.1,12699,12873,-174,-1.351666278
12236,2,çÅéÊés,77526,82866,-5340,-6.44413873,262.35,295.5,27263,27309,-46,-0.168442638
12237,2,éRïêés,52231,56089,-3858,-6.878354045,146.77,355.9,19448,19286,162,0.839987556
12238,2,Ç¢Ç∑Ç›és,38620,40962,-2342,-5.717494263,157.44,245.3,14845,14704,141,0.958922742
12239,2,ëÂñ‘îíó¢és,49191,50113,-922,-1.839841957,58.08,847,18847,18135,712,3.926109733
12320,c,àÛù◊åS,42212,43814,-1602,-3.656365545,51.52,819.3,17130,16575,555,3.34841629
12322,3,éÅXà‰í¨,20972,21234,-262,-1.233870208,19.01,1103.2,8946,8571,375,4.375218761
12329,3,âhí¨,21240,22580,-1340,-5.93445527,32.51,653.3,8184,8004,180,2.248875562
12340,c,çÅéÊåS,35032,37610,-2578,-6.854559958,138.95,252.1,11811,11841,-30,-0.25335698
12342,3,ê_çËí¨,6142,6454,-312,-4.834211342,19.9,308.6,2205,2135,70,3.278688525
12347,3,ëΩå√í¨,14738,16002,-1264,-7.899012623,72.8,202.4,5049,5145,-96,-1.865889213
12349,3,ìåèØí¨,14152,15154,-1002,-6.612115613,46.25,306,4557,4561,-4,-0.087700066
12400,c,éRïêåS,47728,50599,-2871,-5.674025178,134.7,354.3,17307,17369,-62,-0.356957798
12403,3,ã„è\ã„ó¢í¨,16521,18004,-1483,-8.237058432,24.45,675.7,6425,6621,-196,-2.960277904
12409,3,é≈éRí¨,7440,7920,-480,-6.060606061,43.24,172.1,2449,2470,-21,-0.850202429
12410,3,â°é≈åıí¨,23767,24675,-908,-3.679837893,67.01,354.7,8433,8278,155,1.872432955
12420,c,í∑ê∂åS,60074,63385,-3311,-5.223633352,226.97,264.7,21899,21554,345,1.600630973
12421,3,àÍã{í¨,11770,12034,-264,-2.193784278,22.97,512.4,4485,4393,92,2.094240838
12422,3,ñrëÚí¨,7228,7340,-112,-1.525885559,35.59,203.1,2439,2400,39,1.625
12423,3,í∑ê∂ë∫,14372,14752,-380,-2.575921909,28.29,508,5418,5032,386,7.6709062
12424,3,îíéqí¨,11160,12151,-991,-8.155707349,27.5,405.8,4182,4274,-92,-2.152550304
12426,3,í∑ïøí¨,7338,8035,-697,-8.674548849,47.11,155.8,2586,2639,-53,-2.008336491
12427,3,í∑ìÏí¨,8206,9073,-867,-9.555824975,65.51,125.3,2789,2816,-27,-0.958806818
12440,c,àŒã˜åS,17163,18409,-1246,-6.768428486,154.73,110.9,6493,6693,-200,-2.988196623
12441,3,ëÂëΩäÏí¨,9850,10671,-821,-7.693749414,129.87,75.8,3444,3584,-140,-3.90625
12443,3,å‰èhí¨,7313,7738,-425,-5.492375291,24.86,294.2,3049,3109,-60,-1.929880991
12460,c,à¿ñ[åS,8024,8950,-926,-10.34636872,45.19,177.6,3325,3480,-155,-4.454022989
12463,3,ãòìÏí¨,8024,8950,-926,-10.34636872,45.19,177.6,3325,3480,-155,-4.454022989
13000,a,ìåãûìs,13513734,13159417,354317,2.6924977,2190.9,6168.1,6692089,6393781,298308,4.665596147
13001,b,ésïî,13429011,13072852,356159,2.724416983,1410.9,9518,6656842,6359147,297695,4.681366856
13002,b,åSïî,84723,86565,-1842,-2.127880783,780,108.6,35247,34634,613,1.769937056
13100,1,ì¡ï ãÊïî,9272565,8945695,326870,3.653936335,626.7,14795.9,4793379,4540746,252633,5.563689315
13101,0,êÁë„ìcãÊ,58344,47115,11229,23.83317415,11.66,5003.8,33361,25560,7801,30.52034429
13102,0,íÜâõãÊ,141087,122762,18325,14.92725762,10.21,13818.5,79184,67981,11203,16.4796046
13103,0,ç`ãÊ,243390,205131,38259,18.65100838,20.37,11948.5,130386,110113,20273,18.41108679
13104,0,êVèhãÊ,333363,326309,7054,2.161754656,18.22,18296.5,203831,195434,8397,4.296591177
13105,0,ï∂ãûãÊ,219806,206626,13180,6.378674513,11.29,19469.1,120640,111753,8887,7.952359221
13106,0,ë‰ìåãÊ,198512,175928,22584,12.83706971,10.11,19635.2,111887,95413,16474,17.26599101
13107,0,ñnìcãÊ,256416,247606,8810,3.558072098,13.77,18621.4,130338,120797,9541,7.89837496
13108,0,ç]ìåãÊ,498144,460819,37325,8.09970943,40.16,12404,244482,214424,30058,14.01802037
13109,0,ïiêÏãÊ,386687,365302,21385,5.854060476,22.84,16930.3,212322,196132,16190,8.254644831
13110,0,ñ⁄çïãÊ,278105,268330,9775,3.642902396,14.67,18957.4,144873,138028,6845,4.959138726
13111,0,ëÂìcãÊ,717565,693373,24192,3.489031156,60.66,11829.3,371447,345608,25839,7.476389435
13112,0,ê¢ìcíJãÊ,900391,877138,23253,2.651008165,58.05,15510.6,462335,448961,13374,2.978877898
13113,0,èaíJãÊ,224815,204492,20323,9.938286094,15.11,14878.6,135498,123746,11752,9.496872626
13114,0,íÜñÏãÊ,328685,314750,13935,4.427323272,15.59,21083.1,195630,184267,11363,6.166595212
13115,0,êôï¿ãÊ,564846,549569,15277,2.779814728,34.06,16583.9,312413,302805,9608,3.172999125
13116,0,ñLìáãÊ,291066,284678,6388,2.243938766,13.01,22372.5,176104,166214,9890,5.950160636
13117,0,ñkãÊ,341074,335544,5530,1.64807,20.61,16549,176873,172568,4305,2.494668768
13118,0,çrêÏãÊ,211518,203296,8222,4.044349126,10.16,20818.7,101752,96161,5591,5.814207423
13119,0,î¬ã¥ãÊ,561937,535824,26113,4.873428589,32.22,17440.6,291659,272683,18976,6.958996344
13120,0,ó˚înãÊ,722108,716124,5984,0.835609476,48.08,15018.9,337824,336163,1661,0.494105538
13121,0,ë´óßãÊ,671108,683426,-12318,-1.802389725,53.25,12603,310852,314618,-3766,-1.197007164
13122,0,äãè¸ãÊ,443293,442586,707,0.159742965,34.8,12738.3,201360,197276,4084,2.070196071
13123,0,ç]åÀêÏãÊ,680305,678967,1338,0.197064069,49.9,13633.4,308328,304041,4287,1.410007203
13201,2,î™â§éqés,576526,580053,-3527,-0.608047885,186.38,3093.3,254008,249893,4115,1.64670479
13202,2,óßêÏés,175388,179668,-4280,-2.382171561,24.36,7199.8,83355,80916,2439,3.014236987
13203,2,ïêë†ñÏés,144683,138734,5949,4.288062047,10.98,13177,73981,71228,2753,3.865053069
13204,2,éOëÈés,187133,186083,1050,0.564264334,16.42,11396.7,90396,90190,206,0.228406697
13205,2,ê¬î~és,137177,139339,-2162,-1.551611537,103.31,1327.8,54344,52544,1800,3.425700365
13206,2,ï{íÜés,260132,255506,4626,1.810524998,29.43,8839,119391,115166,4225,3.668617474
13207,2,è∫ìáés,111511,112297,-786,-0.699929651,17.34,6430.9,48156,47236,920,1.947667034
13208,2,í≤ïzés,229644,223593,6051,2.706256457,21.58,10641.5,110155,107919,2236,2.071924314
13209,2,í¨ìcés,432516,427016,5500,1.288007944,71.8,6023.9,186376,180172,6204,3.443376329
13210,2,è¨ã‡à‰és,121590,118852,2738,2.303705449,11.3,10760.2,59859,57695,2164,3.750758298
13211,2,è¨ïΩés,190245,187035,3210,1.716256316,20.51,9275.7,82994,81784,1210,1.479506994
13212,2,ì˙ñÏés,186374,180052,6322,3.511207873,27.55,6764.9,84473,80138,4335,5.409418753
13213,2,ìåë∫éRés,150130,153557,-3427,-2.231744564,17.14,8759,64578,63985,593,0.926779714
13214,2,çëï™éõés,122701,120650,2051,1.699958558,11.46,10706.9,59116,57775,1341,2.321073129
13215,2,çëóßés,73274,75510,-2236,-2.961197192,8.15,8990.7,33627,35767,-2140,-5.983168843
13218,2,ïüê∂és,58432,59796,-1364,-2.281089036,10.16,5751.2,27413,27045,368,1.360695138
13219,2,çùç]és,80074,78751,1323,1.679978667,6.39,12531.1,39520,39168,352,0.898692811
13220,2,ìåëÂòaés,85167,83068,2099,2.526845476,13.42,6346.3,35570,33648,1922,5.712077984
13221,2,ê¥ê£és,74893,74104,789,1.064719853,10.23,7320.9,32352,30954,1398,4.516379143
13222,2,ìåãvóØïƒés,116668,116546,122,0.104679697,12.88,9058.1,49904,49177,727,1.478333367
13223,2,ïêë†ë∫éRés,71268,70053,1215,1.734401096,15.32,4652,28266,26790,1476,5.509518477
13224,2,ëΩñÄés,146627,147648,-1021,-0.691509536,21.01,6978.9,65476,64078,1398,2.181716034
13225,2,àÓèÈés,87645,84835,2810,3.312312135,17.97,4877.3,36324,34842,1482,4.253487171
13227,2,âHë∫és,55845,57032,-1187,-2.081287698,9.9,5640.9,23419,23449,-30,-0.127937226
13228,2,Ç†Ç´ÇÈñÏés,80980,80868,112,0.138497304,73.47,1102.2,30734,29385,1349,4.590777608
13229,2,êºìåãûés,199823,196511,3312,1.685401835,15.75,12687.2,89676,87457,2219,2.537246876
13300,c,êºëΩñÄåS,58228,58750,-522,-0.888510638,375.86,154.9,21814,20962,852,4.064497662
13303,3,êêï‰í¨,33461,33497,-36,-0.107472311,16.85,1985.8,13160,12369,791,6.395019808
13305,3,ì˙ÇÃèoí¨,17325,16650,675,4.054054054,28.07,617.2,5773,5461,312,5.713239334
13307,3,ûwå¥ë∫,2207,2558,-351,-13.72165755,105.41,20.9,837,915,-78,-8.524590164
13308,3,âúëΩñÄí¨,5235,6045,-810,-13.39950372,225.53,23.2,2044,2217,-173,-7.803337844
13360,c,ëÂìáéxí°,12862,13574,-712,-5.245321939,140.98,91.2,6194,6340,-146,-2.302839117
13361,3,ëÂìáí¨,7883,8461,-578,-6.831343813,90.76,86.9,3951,4098,-147,-3.587115666
13362,3,óòìáë∫,338,341,-3,-0.879765396,4.12,82,194,204,-10,-4.901960784
13363,3,êVìáë∫,2750,2883,-133,-4.613250087,27.52,99.9,1258,1251,7,0.559552358
13364,3,ê_í√ìáë∫,1891,1889,2,0.105876125,18.58,101.8,791,787,4,0.508259212
13380,c,éOëÓéxí°,2817,3024,-207,-6.845238095,75.81,37.2,1677,1776,-99,-5.574324324
13381,3,éOëÓë∫,2482,2676,-194,-7.249626308,55.27,44.9,1483,1578,-95,-6.020278834
13382,3,å‰ë†ìáë∫,335,348,-13,-3.735632184,20.54,16.3,194,198,-4,-2.02020202
13400,c,î™è‰éxí°,7793,8432,-639,-7.578273245,82.99,93.9,4045,4212,-167,-3.964862298
13401,3,î™è‰í¨,7615,8231,-616,-7.483902321,72.21,105.5,3920,4090,-170,-4.156479218
13402,3,ê¬Éñìáë∫,178,201,-23,-11.44278607,5.96,29.9,125,122,3,2.459016393
13420,c,è¨ä}å¥éxí°,3023,2785,238,8.54578097,104.35,29,1517,1344,173,12.87202381
13421,3,è¨ä}å¥ë∫,3023,2785,238,8.54578097,104.35,29,1517,1344,173,12.87202381
14000,a,ê_ìﬁêÏåß,9127323,9048302,79021,0.873324078,2415.81,3778.2,3978243,3844512,133731,3.478490898
14001,b,ésïî,8834022,8743058,90964,1.040414006,1809.51,4882,3862447,3727577,134870,3.618168049
14002,b,åSïî,293301,305244,-11943,-3.912607619,606.3,483.8,115796,116935,-1139,-0.97404541
14100,1,â°ïlés,3726167,3688773,37394,1.013724618,437.49,8517.1,1645245,1583889,61356,3.873756305
14101,0,â°ïlés íﬂå©ãÊ,285404,272178,13226,4.859320004,33.23,8588.7,132833,124177,8656,6.970695056
14102,0,â°ïlés ê_ìﬁêÏãÊ,239109,233429,5680,2.433288066,23.73,10076.2,119222,113613,5609,4.936935034
14103,0,â°ïlés êºãÊ,98554,94867,3687,3.886493723,7.03,14019.1,51744,49076,2668,5.43646589
14104,0,â°ïlés íÜãÊ,148356,146033,2323,1.59073634,21.2,6997.9,78836,75700,3136,4.142668428
14105,0,â°ïlés ìÏãÊ,194927,196153,-1226,-0.625022304,12.65,15409.2,95614,92352,3262,3.532137907
14106,0,â°ïlés ï€ìyÉPíJãÊ,205560,206634,-1074,-0.519759575,21.93,9373.5,92878,90076,2802,3.110706515
14107,0,â°ïlés àÈéqãÊ,166263,163237,3026,1.853746393,19.05,8727.7,74538,71169,3369,4.733802639
14108,0,â°ïlés ã‡ëÚãÊ,202300,209274,-6974,-3.332473217,30.96,6534.2,86878,86773,105,0.121005382
14109,0,â°ïlés ç`ñkãÊ,344261,329471,14790,4.489014208,31.4,10963.7,163484,154733,8751,5.65554859
14110,0,â°ïlés åÀíÀãÊ,275349,274324,1025,0.373645762,35.79,7693.5,113347,109824,3523,3.207859849
14111,0,â°ïlés ç`ìÏãÊ,215775,221411,-5636,-2.54549232,19.9,10843,90993,90108,885,0.982154748
14112,0,â°ïlés àÆãÊ,247234,251086,-3852,-1.534135715,32.73,7553.7,102683,100980,1703,1.686472569
14113,0,â°ïlés óŒãÊ,180426,177631,2795,1.57348661,25.51,7072.8,74418,71204,3214,4.51379136
14114,0,â°ïlés ê£íJãÊ,124626,126913,-2287,-1.802021858,17.17,7258.4,50484,49560,924,1.86440678
14115,0,â°ïlés âhãÊ,122227,124866,-2639,-2.113465635,18.52,6599.7,50400,50345,55,0.109246201
14116,0,â°ïlés êÚãÊ,154038,155698,-1660,-1.066166553,23.58,6532.6,60701,58838,1863,3.166321085
14117,0,â°ïlés ê¬ótãÊ,309859,304297,5562,1.827819532,35.22,8797.8,125714,120378,5336,4.43270365
14118,0,â°ïlés ìsí}ãÊ,211899,201271,10628,5.280442786,27.87,7603.1,80478,74983,5495,7.328327754
14130,1,êÏçËés,1475300,1425512,49788,3.492639838,143,10316.8,691236,662694,28542,4.306965206
14131,0,êÏçËés êÏçËãÊ,223440,217328,6112,2.812338953,39.53,5652.4,109474,105586,3888,3.682306366
14132,0,êÏçËés çKãÊ,160864,154212,6652,4.313542396,10.01,16070.3,75139,70680,4459,6.308715337
14133,0,êÏçËés íÜå¥ãÊ,247476,233925,13551,5.792882334,14.74,16789.4,123312,117190,6122,5.223995221
14134,0,êÏçËés çÇí√ãÊ,228119,217360,10759,4.949852779,16.36,13943.7,107920,101753,6167,6.060754966
14135,0,êÏçËés ëΩñÄãÊ,214240,213894,346,0.161762368,20.5,10450.7,106390,103595,2795,2.698006661
14136,0,êÏçËés ã{ëOãÊ,225604,218867,6737,3.078125071,18.61,12122.7,94754,92164,2590,2.81020789
14137,0,êÏçËés ñÉê∂ãÊ,175557,169926,5631,3.313795417,23.25,7550.8,74247,71726,2521,3.514764521
14150,1,ëäñÕå¥és,720914,717515,3399,0.47371832,328.66,2193.5,311234,302802,8432,2.784657961
14151,0,ëäñÕå¥és óŒãÊ,173710,176192,-2482,-1.408690519,253.68,684.8,71168,70052,1116,1.593102267
14152,0,ëäñÕå¥és íÜâõãÊ,270021,266982,3039,1.138278985,36.87,7323.6,116294,112483,3811,3.38806753
14153,0,ëäñÕå¥és ìÏãÊ,277183,274341,2842,1.035937027,38.11,7273.2,123772,120267,3505,2.914348907
14201,2,â°ê{âÍés,406686,418325,-11639,-2.7822865,100.83,4033.4,165755,164362,1393,0.8475195
14203,2,ïΩíÀés,258246,260780,-2534,-0.971700284,67.82,3807.8,107339,104369,2970,2.845672566
14204,2,äôëqés,172902,174314,-1412,-0.81003247,39.66,4359.6,73032,72463,569,0.785228323
14205,2,ì°ëÚés,424103,409657,14446,3.526364739,69.57,6096.1,180180,171981,8199,4.767387095
14206,2,è¨ìcå¥és,194174,198327,-4153,-2.094016448,113.79,1706.4,79154,77793,1361,1.749514738
14207,2,äùÉñçËés,239424,235081,4343,1.847448326,35.7,6706.6,97944,93445,4499,4.814596822
14208,2,êÄéqés,56492,58302,-1810,-3.104524716,17.28,3269.2,24318,23844,474,1.98792149
14210,2,éOâYés,45302,48352,-3050,-6.30790867,32.05,1413.5,17563,17884,-321,-1.79490047
14211,2,ê`ñÏés,167387,170145,-2758,-1.620970349,103.76,1613.2,69616,69373,243,0.350280368
14212,2,å˙ñÿés,225503,224420,1083,0.48257731,93.84,2403.1,95964,92476,3488,3.771789437
14213,2,ëÂòaés,233061,228186,4875,2.13641503,27.09,8603.2,101971,97244,4727,4.860968286
14214,2,à…ê®å¥és,101575,101039,536,0.530488227,55.56,1828.2,43075,41184,1891,4.591588967
14215,2,äCòVñºés,130287,127707,2580,2.020249477,26.59,4899.8,53402,50405,2997,5.945838707
14216,2,ç¿ä‘és,128651,129436,-785,-0.606477332,17.57,7322.2,55807,53977,1830,3.39033292
14217,2,ìÏë´ïøés,43328,44020,-692,-1.572012722,77.12,561.8,16239,15873,366,2.305802306
14218,2,àªê£és,84520,83167,1353,1.626847187,22.14,3817.5,33373,31519,1854,5.882166312
14300,c,éOâYåS,32104,32766,-662,-2.020386987,17.04,1884,12551,12539,12,0.095701412
14301,3,ótéRí¨,32104,32766,-662,-2.020386987,17.04,1884,12551,12539,12,0.095701412
14320,c,çÇç¿åS,47935,47672,263,0.551686525,13.34,3593.3,18757,18033,724,4.014861643
14321,3,ä¶êÏí¨,47935,47672,263,0.551686525,13.34,3593.3,18757,18033,724,4.014861643
14340,c,íÜåS,59958,62554,-2596,-4.150014388,26.25,2284.1,23401,23754,-353,-1.486065505
14341,3,ëÂàÈí¨,31568,33032,-1464,-4.432065876,17.18,1837.5,12220,12416,-196,-1.578608247
14342,3,ìÒã{í¨,28390,29522,-1132,-3.834428562,9.08,3126.7,11181,11338,-157,-1.384723937
14360,c,ë´ïøè„åS,65625,67791,-2166,-3.195114396,303.28,216.4,23987,23825,162,0.679958027
14361,3,íÜà‰í¨,9683,10010,-327,-3.266733267,19.99,484.4,3356,3339,17,0.509134471
14362,3,ëÂà‰í¨,17036,17972,-936,-5.208101491,14.38,1184.7,6175,6350,-175,-2.755905512
14363,3,èºìcí¨,11162,11676,-514,-4.402192532,37.75,295.7,4393,4433,-40,-0.902323483
14364,3,éRñkí¨,10723,11764,-1041,-8.849030942,224.61,47.7,3882,3954,-72,-1.820940819
14366,3,äJê¨í¨,17021,16369,652,3.98313886,6.55,2598.6,6181,5749,432,7.514350322
14380,c,ë´ïøâ∫åS,44107,48913,-4806,-9.825608734,140.87,313.1,19911,21520,-1609,-7.476765799
14382,3,î†ç™í¨,11717,13853,-2136,-15.41904281,92.86,126.2,6080,7266,-1186,-16.3225984
14383,3,ê^íﬂí¨,7344,8212,-868,-10.56989771,7.04,1043.2,3066,3252,-186,-5.719557196
14384,3,ìíâÕå¥í¨,25046,26848,-1802,-6.711859356,40.97,611.3,10765,11002,-237,-2.15415379
14400,c,à§çbåS,43572,45548,-1976,-4.338280495,105.52,412.9,17189,17264,-75,-0.434430028
14401,3,à§êÏí¨,40356,42089,-1733,-4.117465371,34.28,1177.2,16065,16063,2,0.012450974
14402,3,ê¥êÏë∫,3216,3459,-243,-7.025151778,71.24,45.1,1124,1201,-77,-6.411323897
15000,a,êVäÉåß,2305098,2374450,-69352,-2.920760597,12584.1,183.2,848199,839039,9160,1.091725176
15001,b,ésïî,2225350,2290262,-64912,-2.834260884,10629.19,209.4,820687,811220,9467,1.167007717
15002,b,åSïî,79748,84188,-4440,-5.273910771,1954.91,40.8,27512,27819,-307,-1.103562314
15100,1,êVäÉés,810514,811901,-1387,-0.170833636,726.45,1115.7,321435,312533,8902,2.848339215
15101,0,êVäÉés ñkãÊ,76367,77621,-1254,-1.615542186,107.72,708.9,27072,26050,1022,3.923224568
15102,0,êVäÉés ìåãÊ,137637,138096,-459,-0.332377477,38.62,3563.9,55516,54447,1069,1.963377229
15103,0,êVäÉés íÜâõãÊ,183836,180537,3299,1.827326255,37.75,4869.8,88453,85405,3048,3.5688777
15104,0,êVäÉés ç]ìÏãÊ,68926,69365,-439,-0.632884019,75.42,913.9,23671,22963,708,3.083220834
15105,0,êVäÉés èHótãÊ,76880,77329,-449,-0.580635984,95.38,806,26910,26141,769,2.941739031
15106,0,êVäÉés ìÏãÊ,45707,46949,-1242,-2.645423758,100.91,452.9,14581,14113,468,3.316091547
15107,0,êVäÉés êºãÊ,162911,161264,1647,1.021306677,94.09,1731.4,66876,65255,1621,2.484100835
15108,0,êVäÉés êºäóãÊ,58250,60740,-2490,-4.099440237,176.55,329.9,18356,18159,197,1.084861501
15202,2,í∑â™és,275246,282674,-7428,-2.627762016,891.06,308.9,100320,98725,1595,1.615598886
15204,2,éOèés,99216,102292,-3076,-3.007077777,431.97,229.7,33179,32467,712,2.192995965
15205,2,îêçËés,86868,91451,-4583,-5.011426884,442.03,196.5,33561,34104,-543,-1.5921886
15206,2,êVî≠ìcés,98635,101202,-2567,-2.536511136,533.1,185,34081,33445,636,1.901629541
15208,2,è¨êÁíJés,36510,38600,-2090,-5.414507772,155.19,235.3,12170,12267,-97,-0.790739382
15209,2,â¡ñŒés,27864,29762,-1898,-6.377259593,133.72,208.4,9625,9677,-52,-0.537356619
15210,2,è\ì˙í¨és,54932,58911,-3979,-6.754256421,590.39,93,18591,18983,-392,-2.065005531
15211,2,å©ïçés,40620,41862,-1242,-2.966891214,77.91,521.4,13703,13371,332,2.482985566
15212,2,ë∫è„és,62463,66427,-3964,-5.967452994,1174.26,53.2,22139,22058,81,0.367213709
15213,2,âçés,79814,81876,-2062,-2.518442523,110.96,719.3,27526,26653,873,3.275428657
15216,2,éÖãõêÏés,44161,47702,-3541,-7.42316884,746.24,59.2,16711,17433,-722,-4.141570585
15217,2,ñ≠çÇés,33222,35457,-2235,-6.303409764,445.63,74.6,11597,11801,-204,-1.728667062
15218,2,å‹êÚés,51409,54550,-3141,-5.758020165,351.91,146.1,16946,16859,87,0.516044843
15222,2,è„âzés,197026,203899,-6873,-3.370786517,973.81,202.3,71016,71477,-461,-0.644962715
15223,2,à¢âÍñÏés,43421,45560,-2139,-4.694907814,192.74,225.3,13389,13154,235,1.786528813
15224,2,ç≤ìnés,57262,62727,-5465,-8.71235672,855.61,66.9,22405,23755,-1350,-5.683014102
15225,2,ãõè¿és,37370,40361,-2991,-7.410619162,946.76,39.5,12835,13075,-240,-1.835564054
15226,2,ìÏãõè¿és,58588,61624,-3036,-4.926651954,584.55,100.2,19396,19482,-86,-0.441433118
15227,2,ëŸì‡és,30209,31424,-1215,-3.866471487,264.89,114,10062,9901,161,1.626098374
15300,c,ñkäóå¥åS,14066,13724,342,2.491984844,37.58,374.3,4312,3950,362,9.164556962
15307,3,êπ‚ƒí¨,14066,13724,342,2.491984844,37.58,374.3,4312,3950,362,9.164556962
15340,c,êºäóå¥åS,8212,8582,-370,-4.311349336,25.17,326.3,2597,2586,11,0.425367363
15342,3,ñÌïFë∫,8212,8582,-370,-4.311349336,25.17,326.3,2597,2586,11,0.425367363
15360,c,ìÏäóå¥åS,12196,12791,-595,-4.651708232,31.71,384.6,4027,4027,0,0
15361,3,ìcè„í¨,12196,12791,-595,-4.651708232,31.71,384.6,4027,4027,0,0
15380,c,ìåäóå¥åS,11683,13303,-1620,-12.17770428,952.89,12.3,4484,4870,-386,-7.926078029
15385,3,à¢âÍí¨,11683,13303,-1620,-12.17770428,952.89,12.3,4484,4870,-386,-7.926078029
15400,c,éOìáåS,4529,4907,-378,-7.703281027,44.38,102.1,1608,1665,-57,-3.423423423
15405,3,èoâ_çËí¨,4529,4907,-378,-7.703281027,44.38,102.1,1608,1665,-57,-3.423423423
15460,c,ìÏãõè¿åS,8047,8396,-349,-4.156741305,357.29,22.5,3455,3463,-8,-0.231013572
15461,3,ìíëÚí¨,8047,8396,-349,-4.156741305,357.29,22.5,3455,3463,-8,-0.231013572
15480,c,íÜãõè¿åS,10034,10881,-847,-7.78421101,170.21,59,3328,3482,-154,-4.422745549
15482,3,í√ìÏí¨,10034,10881,-847,-7.78421101,170.21,59,3328,3482,-154,-4.422745549
15500,c,ä†âHåS,4776,4800,-24,-0.5,26.27,181.8,1682,1653,29,1.754385965
15504,3,ä†âHë∫,4776,4800,-24,-0.5,26.27,181.8,1682,1653,29,1.754385965
15580,c,ä‚ëDåS,6205,6804,-599,-8.803644915,309.4,20.1,2019,2123,-104,-4.898728215
